id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
8689,Усенов Тимур,23,female,94,56,67,high,5,99,71
8690,Усенов Жамиля,25,female,81,72,76,medium,4,62,53
8691,Исмаилов Нурлан,19,female,76,92,92,high,9,78,66
8692,Исмаилов Жанара,18,female,77,76,70,medium,10,92,79
8693,Токтосунов Жанат,25,male,72,87,78,medium,5,60,59
8694,Усенов Азиз,24,female,60,87,81,medium,3,66,92
8695,Асанов Эльмира,23,female,66,77,93,medium,6,100,58
8696,Кубатбеков Эрмек,19,male,69,95,98,low,1,77,79
8697,Кудайбергенов Марат,21,female,80,58,72,low,10,67,62
8698,Сариев Канат,23,male,96,96,60,high,10,88,69
8699,Кудайбергенов Тимур,21,male,88,54,83,medium,8,66,88
8700,Жумабаев Бакыт,23,female,68,100,63,medium,7,65,88
8701,Шаршенов Гулнара,20,male,100,61,63,high,6,95,82
8702,Бекмурзаев Бакыт,19,female,65,75,69,low,6,92,59
8703,Шаршенов Канат,24,male,53,54,68,medium,2,63,50
8704,Бекмурзаев Назгуль,25,female,66,53,67,high,8,52,83
8705,Шаршенов Бакыт,21,female,93,51,92,high,9,97,60
8706,Токтосунов Жанара,19,female,89,68,61,high,8,56,91
8707,Асанов Марат,24,male,99,94,50,low,9,91,75
8708,Усенов Назгуль,24,male,76,95,76,low,10,78,73
8709,Усенов Жанат,21,male,60,78,100,high,6,99,54
8710,Усенов Айжан,20,female,58,83,72,low,7,63,87
8711,Шаршенов Кундуз,19,female,70,69,97,high,10,84,73
8712,Шаршенов Тимур,18,male,71,76,71,high,7,59,76
8713,Бекмурзаев Айбек,23,female,56,76,98,high,9,97,50
8714,Жумабаев Жамиля,19,male,84,83,81,medium,6,96,51
8715,Жумабаев Нурлан,19,female,64,61,64,low,0,73,51
8716,Токтосунов Канат,23,female,62,51,78,medium,3,69,96
8717,Асанов Айгуль,23,female,83,53,51,low,1,65,77
8718,Шаршенов Марат,21,female,81,66,87,low,1,73,70
8719,Кудайбергенов Жанат,22,male,80,81,55,low,2,96,95
8720,Асанов Эльмира,19,female,62,80,66,low,1,55,89
8721,Кубатбеков Жамиля,19,male,64,50,83,high,7,80,57
8722,Кудайбергенов Марат,25,female,56,77,80,high,3,86,76
8723,Кубатбеков Эрмек,18,male,92,64,74,low,10,50,94
8724,Кудайбергенов Эльмира,25,male,84,69,100,medium,10,57,74
8725,Исмаилов Бакыт,25,male,85,54,95,high,0,68,60
8726,Жумабаев Эльмира,22,male,97,91,63,low,3,87,76
8727,Кубатбеков Жанат,18,female,93,59,59,medium,1,71,68
8728,Кубатбеков Эльмира,20,female,59,68,76,high,3,81,78
8729,Усенов Гулнара,25,male,65,59,72,medium,1,70,69
8730,Токтосунов Нурлан,22,female,89,85,51,low,10,82,50
8731,Токтосунов Бакыт,23,female,68,51,90,low,7,86,94
8732,Кубатбеков Асель,20,male,65,63,60,high,0,58,69
8733,Токтосунов Марат,25,female,58,75,87,high,0,69,73
8734,Кубатбеков Канат,25,female,77,74,96,medium,9,80,70
8735,Бекмурзаев Асель,20,female,100,53,73,medium,5,79,54
8736,Исмаилов Назгуль,25,female,59,98,99,high,2,59,88
8737,Токтосунов Назгуль,19,male,54,92,77,low,7,94,81
8738,Исмаилов Жанат,18,male,53,97,90,low,3,82,73
8739,Жумабаев Айбек,22,female,87,81,57,medium,3,95,71
8740,Токтосунов Айжан,21,female,63,62,56,medium,6,72,80
8741,Бекмурзаев Асель,21,female,92,84,76,medium,5,52,66
8742,Жумабаев Айжан,24,female,86,100,96,medium,0,88,89
8743,Кудайбергенов Назгуль,22,male,68,78,75,low,8,72,100
8744,Исмаилов Жамиля,19,male,66,60,52,medium,3,77,60
8745,Исмаилов Назгуль,18,female,70,70,93,high,6,84,64
8746,Сариев Эльмира,19,male,87,57,54,medium,7,50,94
8747,Жумабаев Айбек,20,male,96,77,88,high,7,77,73
8748,Усенов Асель,25,male,67,62,61,high,5,79,83
8749,Усенов Асель,19,male,71,57,66,high,8,90,74
8750,Жумабаев Асель,18,male,87,100,69,medium,3,67,72
8751,Жумабаев Бакыт,24,female,58,91,85,high,1,95,95
8752,Жумабаев Эльмира,21,female,72,65,51,high,5,66,71
8753,Кудайбергенов Эльмира,20,female,97,91,55,low,0,58,99
8754,Исмаилов Айжан,23,male,71,83,67,low,7,98,51
8755,Бекмурзаев Айжан,25,female,86,91,54,medium,9,57,68
8756,Сариев Бакыт,24,male,69,81,50,medium,8,72,80
8757,Токтосунов Назгуль,19,male,89,94,63,medium,3,62,83
8758,Исмаилов Бегимай,24,female,88,67,78,medium,0,80,76
8759,Сариев Эрмек,25,female,75,55,69,medium,9,60,71
8760,Асанов Нурлан,18,female,72,81,66,medium,10,72,86
8761,Исмаилов Жанара,24,male,80,87,86,low,5,77,77
8762,Асанов Асель,22,female,98,56,91,low,4,77,72
8763,Шаршенов Айгуль,25,male,74,78,85,low,7,84,91
8764,Усенов Эрмек,21,male,85,65,72,high,2,62,77
8765,Усенов Жанат,21,female,51,61,85,high,9,85,54
8766,Шаршенов Жанат,25,female,99,80,59,high,3,58,72
8767,Исмаилов Гулнара,19,female,74,93,65,low,7,87,64
8768,Жумабаев Жанара,21,male,64,73,93,medium,6,51,79
8769,Исмаилов Марат,22,male,74,68,66,medium,10,76,81
8770,Шаршенов Нурлан,23,male,81,73,81,medium,0,92,62
8771,Усенов Айжан,18,male,79,68,51,high,1,74,69
8772,Асанов Гулнара,24,male,58,57,82,low,7,55,74
8773,Усенов Бегимай,25,male,72,51,90,medium,6,74,85
8774,Жумабаев Асель,21,female,100,67,60,medium,7,83,81
8775,Шаршенов Асель,19,male,63,77,82,low,4,75,80
8776,Шаршенов Айбек,20,female,74,69,72,high,1,64,60
8777,Сариев Жанат,25,female,98,58,53,high,9,60,52
8778,Кудайбергенов Жамиля,20,female,78,92,92,high,9,50,57
8779,Жумабаев Эрмек,20,female,72,97,59,medium,0,50,59
8780,Жумабаев Назгуль,24,male,63,73,72,high,1,73,71
8781,Шаршенов Бегимай,22,female,98,71,93,medium,9,95,89
8782,Усенов Марат,23,male,78,82,54,high,1,92,52
8783,Асанов Назгуль,20,male,95,92,83,high,1,74,84
8784,Сариев Бегимай,21,male,93,74,65,low,9,62,100
8785,Токтосунов Тимур,18,male,88,54,76,low,8,77,62
8786,Токтосунов Тимур,25,male,94,77,75,high,6,53,94
8787,Исмаилов Тимур,24,female,65,85,87,low,10,79,76
8788,Сариев Асель,20,female,67,93,65,medium,10,96,88
8789,Кубатбеков Бакыт,24,female,57,99,62,medium,5,54,56
8790,Кудайбергенов Эльмира,22,female,74,57,64,high,10,75,81
8791,Шаршенов Эльмира,19,female,74,72,72,medium,9,76,93
8792,Усенов Марат,21,female,86,53,89,medium,1,96,76
8793,Кубатбеков Бегимай,20,female,92,65,80,medium,5,68,65
8794,Усенов Рустам,18,female,82,68,97,low,4,84,79
8795,Жумабаев Айбек,22,female,54,71,89,high,7,63,56
8796,Сариев Жамиля,22,female,91,87,86,medium,1,79,85
8797,Кубатбеков Жамиля,21,female,86,53,86,high,7,65,99
8798,Сариев Жанара,20,male,89,77,67,high,9,78,86
8799,Асанов Азиз,25,female,92,67,81,high,2,89,71
8800,Кудайбергенов Жамиля,24,female,90,87,99,high,5,58,76
8801,Асанов Марат,20,female,55,76,73,medium,4,75,88
8802,Кубатбеков Эльмира,21,female,84,83,100,low,4,58,67
8803,Бекмурзаев Нурлан,22,male,68,69,95,high,3,97,98
8804,Исмаилов Жанат,20,male,93,59,98,low,10,78,86
8805,Асанов Назгуль,23,male,89,78,81,medium,1,50,53
8806,Кубатбеков Жанара,24,female,59,88,55,medium,4,92,100
8807,Усенов Асель,20,female,95,85,65,low,7,84,74
8808,Шаршенов Эльмира,18,male,81,84,78,low,1,73,93
8809,Бекмурзаев Марат,21,female,85,50,97,high,1,98,92
8810,Асанов Кундуз,25,female,98,70,95,high,3,77,98
8811,Сариев Канат,25,female,78,92,87,high,4,54,85
8812,Токтосунов Марат,20,male,64,52,76,high,5,71,68
8813,Кубатбеков Марат,24,female,82,79,57,high,5,68,82
8814,Кудайбергенов Азиз,25,female,82,91,61,medium,9,60,51
8815,Кубатбеков Эльмира,24,male,59,58,78,medium,9,76,62
8816,Асанов Жанат,20,male,50,86,66,low,10,86,71
8817,Исмаилов Айгуль,19,male,70,88,75,high,2,61,85
8818,Токтосунов Айжан,24,female,62,60,94,high,9,64,97
8819,Усенов Жанат,18,male,59,59,84,low,9,84,88
8820,Кудайбергенов Рустам,25,female,72,89,72,low,0,91,50
8821,Кудайбергенов Кундуз,21,male,82,72,67,low,8,77,56
8822,Исмаилов Айбек,23,male,78,88,69,high,0,97,62
8823,Шаршенов Жанат,24,male,92,66,99,high,9,76,58
8824,Исмаилов Кундуз,19,male,86,65,72,low,1,84,81
8825,Токтосунов Эльмира,19,male,56,76,61,high,10,76,84
8826,Токтосунов Кундуз,22,male,51,76,91,medium,9,89,70
8827,Усенов Марат,19,female,63,73,69,medium,9,100,76
8828,Бекмурзаев Айгуль,25,female,58,91,58,medium,6,95,66
8829,Токтосунов Эльмира,24,female,91,58,90,high,8,79,65
8830,Кудайбергенов Жанара,23,male,91,67,77,medium,8,64,72
8831,Сариев Айжан,19,male,96,79,72,high,3,83,88
8832,Усенов Кундуз,21,male,92,91,79,low,10,73,100
8833,Кубатбеков Айжан,23,female,93,64,50,low,8,98,85
8834,Токтосунов Тимур,19,male,78,95,74,medium,9,93,66
8835,Кубатбеков Азиз,19,female,89,56,66,high,0,100,72
8836,Кудайбергенов Бакыт,24,female,85,84,87,medium,1,53,91
8837,Исмаилов Жамиля,23,male,98,89,90,medium,8,50,77
8838,Шаршенов Жанат,20,female,79,58,98,medium,3,79,78
8839,Кудайбергенов Жамиля,18,male,69,80,52,medium,3,77,87
8840,Кудайбергенов Жамиля,22,male,92,85,66,high,6,57,87
8841,Кубатбеков Канат,20,male,66,100,90,low,6,92,84
8842,Асанов Азиз,19,male,75,73,97,low,8,91,85
8843,Исмаилов Гулнара,23,female,57,75,51,high,5,69,100
8844,Токтосунов Назгуль,21,male,95,86,96,low,9,96,58
8845,Жумабаев Азиз,22,female,76,89,88,low,3,99,63
8846,Кубатбеков Айгуль,21,female,78,79,59,high,1,61,58
8847,Асанов Нурлан,20,female,52,84,95,high,3,58,97
8848,Асанов Нурлан,25,male,59,65,97,low,1,58,62
8849,Токтосунов Эрмек,20,male,56,99,72,low,9,80,88
8850,Исмаилов Назгуль,23,female,69,93,84,high,1,88,67
8851,Сариев Кундуз,24,male,100,72,94,medium,6,52,53
8852,Сариев Кундуз,18,male,87,88,67,medium,7,58,51
8853,Исмаилов Бегимай,23,female,97,59,92,high,9,61,98
8854,Асанов Назгуль,19,male,72,89,79,low,4,93,70
8855,Кубатбеков Эрмек,22,female,72,67,60,high,3,100,94
8856,Исмаилов Жамиля,18,female,96,95,50,high,3,72,61
8857,Кубатбеков Кундуз,19,female,100,77,97,low,9,59,84
8858,Исмаилов Эрмек,18,male,68,73,91,medium,6,87,98
8859,Шаршенов Кундуз,23,male,87,83,77,low,3,68,87
8860,Асанов Айгуль,25,male,64,51,58,low,5,50,52
8861,Кубатбеков Жанара,21,female,95,64,57,high,10,76,70
8862,Кубатбеков Жанат,25,female,62,63,57,high,4,69,52
8863,Токтосунов Айбек,19,female,87,80,57,high,1,69,79
8864,Токтосунов Рустам,19,female,52,80,59,low,6,67,86
8865,Бекмурзаев Айбек,22,female,70,96,77,medium,1,51,94
8866,Жумабаев Нурлан,20,female,50,84,54,low,6,75,99
8867,Бекмурзаев Эльмира,21,male,55,81,72,medium,5,84,90
8868,Кудайбергенов Эрмек,21,female,87,64,72,low,10,100,98
8869,Асанов Бегимай,24,female,50,97,67,medium,2,94,89
8870,Жумабаев Гулнара,25,male,92,91,74,medium,10,92,57
8871,Жумабаев Гулнара,25,female,75,50,96,low,4,71,83
8872,Сариев Бегимай,18,female,56,51,57,high,0,59,64
8873,Жумабаев Рустам,20,male,91,54,85,high,4,64,95
8874,Шаршенов Бакыт,18,male,70,68,81,low,3,79,95
8875,Исмаилов Нурлан,23,male,93,98,80,high,0,60,55
8876,Бекмурзаев Азиз,19,female,100,64,84,low,2,68,77
8877,Токтосунов Жанара,22,female,86,62,53,high,3,96,93
8878,Шаршенов Эльмира,25,male,94,61,91,medium,5,65,64
8879,Сариев Айгуль,20,male,58,97,91,low,3,64,99
8880,Бекмурзаев Жанара,20,male,68,80,69,medium,7,95,92
8881,Жумабаев Айжан,22,female,68,89,53,high,5,84,70
8882,Кудайбергенов Жанара,24,female,83,50,82,low,9,67,73
8883,Бекмурзаев Жанара,25,female,81,91,81,low,3,80,65
8884,Кудайбергенов Рустам,19,male,85,73,57,high,7,86,90
8885,Жумабаев Тимур,18,male,53,63,80,high,5,99,54
8886,Кудайбергенов Нурлан,19,female,94,77,58,high,5,62,90
8887,Усенов Эрмек,25,male,61,94,57,high,5,79,56
8888,Кубатбеков Азиз,18,female,87,79,83,high,7,87,50
8889,Усенов Жанара,18,female,56,96,86,high,8,52,62
8890,Жумабаев Марат,21,male,64,91,50,low,1,89,82
8891,Усенов Эрмек,24,female,62,91,86,medium,8,84,83
8892,Шаршенов Нурлан,25,male,97,76,71,low,4,72,54
8893,Жумабаев Жанара,24,female,52,88,97,medium,1,87,88
8894,Асанов Азиз,23,male,54,56,53,low,10,86,74
8895,Шаршенов Жанат,21,female,71,83,76,high,2,56,52
8896,Кубатбеков Бакыт,21,female,73,62,64,low,6,86,74
8897,Исмаилов Тимур,23,male,82,65,78,low,3,58,63
8898,Бекмурзаев Айгуль,20,male,72,95,52,high,0,75,59
8899,Бекмурзаев Гулнара,22,male,92,57,79,medium,6,94,56
8900,Кудайбергенов Кундуз,22,male,87,63,97,high,8,61,95
8901,Усенов Кундуз,25,female,77,51,60,low,9,69,77
8902,Сариев Тимур,21,male,50,90,54,medium,8,97,81
8903,Шаршенов Гулнара,25,male,57,63,65,medium,9,61,91
8904,Токтосунов Гулнара,24,male,83,62,67,high,3,71,63
8905,Токтосунов Канат,18,male,56,78,55,medium,0,71,73
8906,Шаршенов Гулнара,18,female,85,78,61,high,6,59,67
8907,Исмаилов Эрмек,23,male,52,60,62,low,3,94,90
8908,Жумабаев Эльмира,23,male,69,74,69,low,3,52,70
8909,Асанов Айгуль,21,female,77,55,73,high,3,66,73
8910,Токтосунов Жамиля,19,female,85,64,63,medium,4,89,62
8911,Кудайбергенов Гулнара,18,female,84,64,63,low,10,80,99
8912,Усенов Нурлан,20,female,78,100,79,medium,7,92,73
8913,Сариев Тимур,24,female,71,78,59,high,3,73,72
8914,Шаршенов Бакыт,19,male,62,94,63,low,3,62,81
8915,Асанов Кундуз,24,female,99,53,94,low,5,93,86
8916,Токтосунов Жамиля,22,male,89,64,95,low,6,60,69
8917,Исмаилов Нурлан,18,male,89,72,67,high,10,65,71
8918,Кубатбеков Азиз,23,female,67,88,52,medium,2,91,59
8919,Шаршенов Марат,21,male,92,91,93,low,7,83,78
8920,Жумабаев Асель,25,female,62,67,60,low,8,53,92
8921,Кудайбергенов Бегимай,24,male,78,74,53,high,5,70,64
8922,Асанов Айбек,18,male,55,98,50,high,10,57,76
8923,Сариев Нурлан,25,male,68,92,77,medium,0,71,70
8924,Жумабаев Нурлан,22,female,64,55,69,medium,9,76,56
8925,Асанов Жанат,23,female,66,58,94,high,9,93,74
8926,Жумабаев Рустам,21,male,85,78,94,low,5,74,68
8927,Кудайбергенов Рустам,25,female,51,88,67,low,4,91,77
8928,Кубатбеков Азиз,19,female,53,79,70,high,4,64,69
8929,Сариев Айжан,18,female,59,80,97,medium,2,75,71
8930,Жумабаев Асель,19,male,58,84,65,medium,1,53,76
8931,Токтосунов Жанара,19,female,74,76,96,low,10,52,55
8932,Жумабаев Айгуль,23,male,64,71,83,high,6,53,87
8933,Усенов Назгуль,24,female,89,60,69,medium,9,56,68
8934,Сариев Марат,18,female,56,52,88,medium,8,91,65
8935,Сариев Кундуз,22,female,75,80,64,medium,4,98,71
8936,Усенов Тимур,22,male,100,76,69,low,6,59,84
8937,Усенов Бакыт,25,male,97,91,85,medium,0,55,87
8938,Исмаилов Айбек,25,male,89,72,58,low,8,89,68
8939,Исмаилов Жанара,20,female,92,60,61,high,5,83,88
8940,Шаршенов Айжан,23,male,70,59,82,low,5,71,88
8941,Бекмурзаев Гулнара,18,female,87,76,59,low,10,83,67
8942,Жумабаев Марат,24,male,52,64,99,medium,4,82,67
8943,Кубатбеков Айжан,25,female,79,60,65,high,10,99,73
8944,Кубатбеков Бакыт,21,female,80,87,96,low,1,92,81
8945,Усенов Канат,25,male,74,61,88,low,1,64,52
8946,Кубатбеков Рустам,24,female,91,73,69,low,8,73,81
8947,Кудайбергенов Рустам,25,female,87,67,64,medium,7,97,97
8948,Кудайбергенов Кундуз,24,female,90,100,67,low,0,68,98
8949,Усенов Айбек,23,male,91,88,65,high,4,59,78
8950,Жумабаев Эльмира,19,female,64,98,77,high,5,98,69
8951,Шаршенов Бегимай,18,female,82,59,84,low,4,92,87
8952,Бекмурзаев Тимур,18,male,54,53,74,medium,0,78,85
8953,Бекмурзаев Канат,19,female,60,93,88,medium,5,97,87
8954,Бекмурзаев Назгуль,22,male,87,72,66,high,7,59,95
8955,Кудайбергенов Жамиля,24,male,99,72,95,medium,3,95,61
8956,Жумабаев Жанат,23,male,67,86,59,high,4,83,74
8957,Жумабаев Азиз,23,female,93,98,50,medium,2,80,91
8958,Кудайбергенов Айжан,24,female,72,89,94,medium,5,80,87
8959,Шаршенов Назгуль,25,male,91,68,54,low,6,51,82
8960,Бекмурзаев Айгуль,22,male,80,72,88,high,2,72,80
8961,Кудайбергенов Эрмек,21,male,81,55,85,low,0,67,59
8962,Асанов Жанара,21,male,60,91,62,medium,0,86,91
8963,Сариев Бакыт,18,male,53,59,69,medium,4,91,77
8964,Жумабаев Рустам,20,female,85,69,68,low,2,61,94
8965,Асанов Канат,22,female,87,50,78,low,5,74,54
8966,Кубатбеков Айжан,23,female,67,73,81,medium,4,67,78
8967,Асанов Гулнара,22,male,76,52,81,medium,6,100,94
8968,Сариев Нурлан,18,female,83,69,59,medium,2,75,72
8969,Сариев Азиз,20,female,51,59,89,medium,9,83,51
8970,Исмаилов Азиз,21,female,51,96,74,high,4,97,78
8971,Асанов Жамиля,18,male,83,99,51,high,7,69,91
8972,Усенов Айжан,21,male,90,90,52,low,6,55,57
8973,Кубатбеков Жанара,19,female,96,65,50,low,7,97,60
8974,Токтосунов Азиз,22,female,67,65,67,medium,9,58,81
8975,Жумабаев Нурлан,20,male,84,96,66,high,7,81,69
8976,Асанов Жамиля,19,female,52,67,88,high,9,86,79
8977,Жумабаев Жамиля,24,female,79,72,52,medium,10,98,79
8978,Исмаилов Тимур,22,male,96,76,100,low,3,67,76
8979,Кубатбеков Канат,23,female,89,100,94,low,7,81,94
8980,Кубатбеков Бакыт,22,female,62,95,93,high,0,82,56
8981,Усенов Эльмира,24,female,51,98,76,low,1,82,82
8982,Бекмурзаев Канат,25,male,87,96,59,medium,4,89,99
8983,Кубатбеков Бакыт,19,male,84,81,58,medium,2,67,67
8984,Шаршенов Асель,24,male,98,57,98,medium,1,61,79
8985,Кубатбеков Марат,23,female,87,95,96,low,6,78,86
8986,Кудайбергенов Назгуль,19,male,72,77,52,low,0,60,80
8987,Кудайбергенов Кундуз,18,male,58,60,59,medium,7,99,93
8988,Шаршенов Азиз,25,male,81,81,55,low,1,67,89
8989,Кудайбергенов Айгуль,24,female,75,61,69,high,4,88,75
8990,Асанов Азиз,24,male,90,100,96,low,4,90,96
8991,Усенов Эрмек,18,female,95,77,99,low,1,82,68
8992,Кубатбеков Марат,24,female,78,59,71,high,5,62,69
8993,Жумабаев Бакыт,22,male,80,86,86,high,8,74,62
8994,Токтосунов Эрмек,24,male,94,95,61,low,5,81,55
8995,Исмаилов Кундуз,22,female,89,84,63,medium,4,77,99
8996,Бекмурзаев Эрмек,18,female,69,97,79,medium,2,66,81
8997,Асанов Азиз,18,male,79,61,83,high,0,82,97
8998,Жумабаев Азиз,22,male,99,72,99,low,1,94,76
8999,Исмаилов Бакыт,21,male,60,80,69,low,9,71,70
9000,Усенов Нурлан,19,female,65,63,66,low,10,91,73
9001,Бекмурзаев Азиз,24,male,73,50,82,low,5,72,65
9002,Усенов Рустам,20,male,53,56,54,medium,10,98,58
9003,Исмаилов Рустам,22,male,84,55,95,high,6,64,95
9004,Усенов Айжан,23,male,81,81,98,medium,5,87,79
9005,Исмаилов Жанара,20,female,83,56,58,low,10,61,85
9006,Жумабаев Жанат,22,female,50,80,55,high,0,54,62
9007,Бекмурзаев Айжан,23,female,100,62,86,medium,2,66,71
9008,Кудайбергенов Назгуль,18,male,66,88,83,low,1,57,79
9009,Усенов Назгуль,22,male,62,62,96,high,2,94,68
9010,Асанов Гулнара,19,male,56,85,98,high,5,97,84
9011,Токтосунов Бакыт,21,male,80,69,73,low,3,55,83
9012,Кудайбергенов Азиз,20,female,87,75,55,medium,0,56,94
9013,Кудайбергенов Жамиля,18,female,97,80,76,high,7,51,98
9014,Исмаилов Нурлан,22,female,62,51,60,high,5,50,59
9015,Кубатбеков Канат,24,male,63,86,54,high,2,71,97
9016,Бекмурзаев Бегимай,20,male,90,90,55,high,0,54,62
9017,Исмаилов Гулнара,20,female,66,83,50,high,8,50,95
9018,Кудайбергенов Эльмира,19,male,67,93,65,low,4,60,90
9019,Усенов Нурлан,19,female,98,77,94,low,6,52,61
9020,Бекмурзаев Жанара,22,female,57,72,64,high,6,97,68
9021,Исмаилов Жамиля,22,male,50,99,60,high,10,64,79
9022,Кубатбеков Тимур,19,male,60,57,80,medium,8,55,77
9023,Кудайбергенов Кундуз,24,male,93,84,93,low,9,94,91
9024,Жумабаев Эрмек,20,male,56,51,79,medium,6,82,54
9025,Жумабаев Асель,22,male,58,95,71,high,4,97,97
9026,Кудайбергенов Назгуль,21,male,99,99,72,medium,9,83,99
9027,Жумабаев Рустам,21,male,75,93,99,low,5,81,77
9028,Токтосунов Назгуль,23,female,93,97,92,low,5,97,70
9029,Бекмурзаев Айжан,24,female,65,80,89,medium,6,64,57
9030,Сариев Жанат,21,female,78,86,92,medium,8,65,90
9031,Усенов Марат,21,female,95,78,91,medium,5,88,95
9032,Сариев Айбек,19,male,71,83,60,high,2,84,89
9033,Кубатбеков Гулнара,22,male,62,53,84,high,9,77,54
9034,Токтосунов Жамиля,21,female,64,97,72,low,5,51,57
9035,Исмаилов Рустам,22,female,74,63,98,high,1,71,85
9036,Кудайбергенов Эльмира,18,female,78,71,57,high,9,81,95
9037,Жумабаев Назгуль,21,female,74,87,97,high,7,81,89
9038,Шаршенов Кундуз,19,female,64,100,92,low,10,52,60
9039,Кубатбеков Бакыт,24,male,96,89,100,medium,9,71,60
9040,Кудайбергенов Азиз,25,male,96,97,51,low,1,92,85
9041,Шаршенов Жамиля,25,female,73,56,76,high,1,70,50
9042,Кудайбергенов Эльмира,22,female,88,97,82,medium,3,74,89
9043,Шаршенов Бегимай,19,male,80,59,54,medium,3,74,72
9044,Асанов Тимур,23,male,59,96,60,medium,2,54,51
9045,Жумабаев Эльмира,24,female,69,84,53,low,3,72,59
9046,Шаршенов Жанара,24,female,69,86,71,low,8,93,74
9047,Жумабаев Назгуль,19,male,87,86,84,high,0,88,76
9048,Кудайбергенов Канат,25,female,59,98,91,medium,8,77,60
9049,Усенов Канат,20,female,84,54,81,low,8,68,77
9050,Бекмурзаев Азиз,23,female,67,86,51,high,6,65,60
9051,Сариев Айжан,19,male,91,82,62,high,1,89,92
9052,Асанов Бегимай,18,male,68,88,98,high,2,93,79
9053,Жумабаев Айгуль,20,female,54,81,97,low,1,84,74
9054,Кудайбергенов Нурлан,23,female,56,69,64,high,4,93,60
9055,Бекмурзаев Канат,21,male,72,68,96,high,0,89,95
9056,Кудайбергенов Жамиля,25,male,80,62,61,medium,6,80,67
9057,Кубатбеков Кундуз,22,male,61,51,88,high,2,69,61
9058,Жумабаев Кундуз,22,male,69,50,67,low,6,50,80
9059,Бекмурзаев Марат,20,male,61,56,93,high,9,53,71
9060,Кубатбеков Эрмек,21,male,51,79,88,high,9,90,69
9061,Асанов Марат,24,female,76,93,100,low,10,80,100
9062,Бекмурзаев Канат,25,male,57,84,71,medium,5,79,77
9063,Бекмурзаев Тимур,20,female,80,94,70,high,7,75,59
9064,Бекмурзаев Айбек,20,female,65,53,72,high,4,60,78
9065,Шаршенов Айбек,18,male,88,96,69,low,8,98,96
9066,Исмаилов Нурлан,23,female,99,65,83,medium,0,90,89
9067,Усенов Марат,23,male,65,91,64,low,1,53,57
9068,Шаршенов Бегимай,18,male,96,76,55,medium,8,92,91
9069,Исмаилов Бегимай,18,female,51,87,92,medium,4,99,84
9070,Кубатбеков Рустам,20,female,65,71,87,high,8,63,71
9071,Шаршенов Жамиля,19,female,55,69,90,low,5,80,61
9072,Токтосунов Бегимай,25,male,94,97,81,medium,7,88,70
9073,Кубатбеков Рустам,22,male,97,78,80,high,3,58,86
9074,Исмаилов Марат,19,male,76,66,65,medium,8,87,53
9075,Бекмурзаев Тимур,22,female,76,97,66,high,0,96,77
9076,Усенов Назгуль,21,female,99,100,65,low,3,53,98
9077,Кудайбергенов Марат,20,female,86,90,69,high,8,60,60
9078,Жумабаев Азиз,21,female,53,93,58,low,1,98,93
9079,Бекмурзаев Жанара,19,male,97,75,81,high,9,95,84
9080,Токтосунов Рустам,20,female,69,69,77,medium,8,60,55
9081,Сариев Канат,19,female,81,77,98,high,7,97,72
9082,Жумабаев Айбек,21,female,78,100,81,medium,7,59,68
9083,Кудайбергенов Асель,18,female,53,95,99,medium,9,79,78
9084,Сариев Айбек,22,male,70,68,61,medium,10,77,57
9085,Токтосунов Эльмира,19,male,63,94,59,medium,7,72,59
9086,Усенов Азиз,24,female,50,66,76,low,3,99,59
9087,Шаршенов Жанат,21,male,57,78,77,high,10,69,81
9088,Кудайбергенов Асель,21,female,57,63,68,low,7,86,72
9089,Бекмурзаев Тимур,20,male,58,92,88,low,4,92,64
9090,Кубатбеков Азиз,22,male,71,67,67,medium,7,99,69
9091,Кудайбергенов Жанат,23,female,69,85,82,low,8,57,97
9092,Токтосунов Нурлан,23,female,85,87,65,medium,4,66,100
9093,Асанов Жанат,20,male,83,78,52,low,3,69,52
9094,Бекмурзаев Кундуз,21,male,98,71,87,high,0,58,59
9095,Токтосунов Айбек,22,male,95,94,93,high,8,74,99
9096,Усенов Жанат,25,male,84,91,72,low,1,90,61
9097,Сариев Жанара,20,male,82,56,69,high,0,71,64
9098,Токтосунов Тимур,25,male,73,96,86,high,9,77,74
9099,Жумабаев Жамиля,22,male,92,74,83,medium,5,69,50
9100,Усенов Жамиля,20,male,91,52,67,low,3,58,95
9101,Шаршенов Кундуз,23,male,66,52,87,medium,3,61,84
9102,Кубатбеков Гулнара,23,male,60,77,61,high,1,99,93
9103,Кудайбергенов Гулнара,24,female,73,63,69,medium,7,76,51
9104,Исмаилов Кундуз,25,male,100,61,57,medium,10,81,52
9105,Токтосунов Канат,25,male,84,68,73,high,7,72,61
9106,Сариев Азиз,25,female,52,76,65,high,10,57,96
9107,Исмаилов Гулнара,20,female,86,91,57,low,2,68,89
9108,Кудайбергенов Асель,21,male,92,99,52,low,10,85,81
9109,Исмаилов Тимур,18,female,87,84,85,high,0,68,96
9110,Кудайбергенов Бегимай,24,female,82,81,80,high,1,94,96
9111,Кудайбергенов Асель,25,male,92,80,86,high,5,77,57
9112,Жумабаев Кундуз,20,female,96,59,56,low,2,50,62
9113,Шаршенов Жамиля,19,male,67,54,99,high,4,66,58
9114,Асанов Кундуз,18,male,70,88,100,low,9,59,76
9115,Жумабаев Кундуз,25,female,75,53,65,high,9,91,73
