id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
4147,Кубатбеков Эрмек,21,male,71,78,82,low,8,65,58
4148,Усенов Гулнара,24,male,77,83,66,medium,3,77,79
4149,Бекмурзаев Кундуз,22,male,78,78,99,medium,5,61,95
4150,Асанов Жанара,24,male,84,69,84,medium,0,71,99
4151,Исмаилов Айжан,19,male,64,62,79,low,2,54,61
4152,Сариев Айбек,20,female,52,59,88,high,9,79,56
4153,Бекмурзаев Жанат,19,male,98,96,87,high,4,62,87
4154,Исмаилов Бегимай,19,female,87,55,60,high,10,72,52
4155,Сариев Гулнара,23,male,71,86,89,high,5,55,86
4156,Токтосунов Айгуль,20,female,55,67,93,high,5,73,87
4157,Сариев Тимур,19,female,52,65,95,high,6,53,98
4158,Шаршенов Азиз,18,female,91,90,84,medium,2,86,67
4159,Шаршенов Назгуль,23,male,80,50,87,high,8,63,53
4160,Бекмурзаев Нурлан,22,female,93,50,75,low,4,95,50
4161,Кубатбеков Гулнара,19,female,91,66,67,low,3,98,61
4162,Кубатбеков Жамиля,19,female,76,80,61,low,5,97,91
4163,Шаршенов Жамиля,21,female,76,85,75,high,10,51,73
4164,Токтосунов Асель,23,female,54,95,88,low,1,63,73
4165,Кудайбергенов Азиз,23,female,55,95,61,low,3,81,96
4166,Сариев Айбек,25,male,65,68,52,low,3,72,91
4167,Усенов Рустам,19,male,53,81,58,medium,8,100,95
4168,Жумабаев Эрмек,22,female,86,68,79,low,5,83,92
4169,Усенов Айгуль,20,male,68,59,91,medium,5,71,65
4170,Асанов Назгуль,19,female,98,73,75,low,10,53,82
4171,Исмаилов Жанара,24,female,100,52,95,low,6,56,98
4172,Кубатбеков Рустам,20,male,55,97,80,low,9,87,57
4173,Жумабаев Канат,23,male,100,88,80,medium,3,84,93
4174,Кубатбеков Азиз,20,male,80,60,97,medium,3,52,60
4175,Бекмурзаев Марат,21,male,90,71,92,low,6,82,61
4176,Усенов Бакыт,22,male,51,55,68,medium,8,58,90
4177,Сариев Асель,19,female,96,85,80,low,3,79,92
4178,Бекмурзаев Айгуль,25,male,55,67,58,medium,1,68,87
4179,Токтосунов Рустам,22,female,66,50,53,medium,9,83,84
4180,Кубатбеков Кундуз,18,male,63,86,72,low,1,74,63
4181,Токтосунов Азиз,21,female,50,63,89,low,7,78,54
4182,Токтосунов Назгуль,20,male,98,65,52,low,0,96,63
4183,Усенов Бакыт,21,male,60,93,88,medium,3,95,88
4184,Асанов Канат,22,female,82,91,98,low,2,71,95
4185,Шаршенов Канат,23,female,88,54,65,high,7,73,69
4186,Жумабаев Назгуль,19,female,99,50,54,low,10,68,54
4187,Исмаилов Жанат,24,female,66,93,57,high,8,71,57
4188,Токтосунов Жанара,25,male,99,100,98,low,6,56,77
4189,Жумабаев Назгуль,22,male,73,67,56,high,1,64,99
4190,Токтосунов Гулнара,23,male,70,87,100,medium,2,95,80
4191,Асанов Жанара,22,female,96,60,85,medium,3,55,100
4192,Сариев Айжан,21,female,57,98,67,high,4,79,67
4193,Усенов Айжан,18,female,64,78,63,medium,10,91,73
4194,Токтосунов Гулнара,19,female,97,83,90,medium,8,70,93
4195,Сариев Жанат,21,female,76,54,66,high,6,94,81
4196,Кубатбеков Жанат,22,female,69,84,83,high,1,90,95
4197,Бекмурзаев Бакыт,23,male,86,85,58,medium,7,88,63
4198,Кудайбергенов Марат,20,female,64,68,98,low,9,64,90
4199,Усенов Бегимай,19,female,64,69,63,low,8,75,74
4200,Исмаилов Марат,23,male,75,68,68,low,3,86,57
4201,Асанов Тимур,25,male,90,76,85,high,3,97,65
4202,Усенов Нурлан,22,female,67,94,73,low,2,76,60
4203,Жумабаев Бегимай,21,female,86,68,91,low,10,53,89
4204,Кубатбеков Нурлан,21,male,80,88,75,high,5,59,88
4205,Бекмурзаев Нурлан,24,male,90,63,100,medium,0,100,55
4206,Токтосунов Асель,20,female,60,60,81,low,6,71,69
4207,Бекмурзаев Азиз,24,female,82,89,59,medium,5,54,77
4208,Сариев Асель,23,male,67,60,100,medium,8,59,98
4209,Кудайбергенов Эльмира,24,male,84,69,90,medium,1,89,94
4210,Исмаилов Жанара,24,male,94,90,68,medium,9,60,63
4211,Сариев Канат,21,male,89,60,68,low,6,75,75
4212,Исмаилов Нурлан,24,male,60,53,79,high,0,75,98
4213,Сариев Жамиля,18,female,91,74,61,medium,1,72,75
4214,Жумабаев Тимур,18,male,53,76,55,high,6,92,81
4215,Сариев Айжан,19,male,84,87,98,medium,7,58,69
4216,Жумабаев Эрмек,18,male,91,71,65,medium,4,90,72
4217,Шаршенов Марат,24,male,93,76,95,low,3,83,75
4218,Сариев Рустам,22,female,78,86,71,low,4,99,99
4219,Жумабаев Эрмек,24,female,96,80,52,low,1,92,92
4220,Кудайбергенов Азиз,22,male,85,57,92,medium,6,52,84
4221,Кубатбеков Канат,22,female,87,68,99,medium,6,81,64
4222,Токтосунов Бакыт,23,male,82,90,55,low,5,65,67
4223,Исмаилов Назгуль,20,male,63,56,75,low,7,61,59
4224,Кубатбеков Айгуль,21,male,84,78,68,medium,8,61,78
4225,Токтосунов Марат,21,male,82,52,61,low,5,66,96
4226,Кубатбеков Тимур,22,male,50,95,98,high,4,71,95
4227,Усенов Асель,21,female,95,67,60,low,4,99,99
4228,Кубатбеков Тимур,22,male,100,74,80,low,8,66,91
4229,Сариев Асель,18,female,93,91,58,low,7,79,91
4230,Шаршенов Нурлан,21,female,55,61,52,low,1,56,63
4231,Токтосунов Тимур,24,male,72,95,64,medium,1,76,85
4232,Асанов Азиз,22,female,87,91,82,high,3,57,80
4233,Жумабаев Канат,20,male,79,51,62,low,5,100,64
4234,Асанов Бакыт,21,female,76,57,72,medium,10,88,60
4235,Шаршенов Канат,22,female,74,64,65,medium,1,88,74
4236,Асанов Кундуз,20,female,59,95,91,low,0,65,90
4237,Жумабаев Бакыт,20,female,77,98,59,low,6,82,94
4238,Кудайбергенов Жамиля,18,male,59,51,100,medium,8,59,59
4239,Токтосунов Жанара,24,male,67,57,70,low,8,100,76
4240,Кудайбергенов Канат,18,female,75,72,79,high,5,80,79
4241,Жумабаев Жамиля,20,male,56,75,57,medium,1,97,77
4242,Кудайбергенов Канат,21,female,54,62,68,medium,6,61,77
4243,Усенов Жанат,21,male,52,81,88,medium,10,63,97
4244,Токтосунов Айбек,25,female,95,100,74,high,2,57,89
4245,Шаршенов Жанат,23,male,61,60,88,medium,4,75,52
4246,Шаршенов Эльмира,24,female,97,94,91,low,4,57,51
4247,Кубатбеков Назгуль,20,female,97,60,84,low,7,52,79
4248,Асанов Тимур,25,male,85,100,89,low,10,80,52
4249,Сариев Рустам,23,male,85,75,99,low,8,60,52
4250,Усенов Рустам,25,female,73,93,76,high,1,62,88
4251,Кудайбергенов Бегимай,19,female,51,72,100,high,7,57,89
4252,Исмаилов Гулнара,23,male,93,95,95,low,1,83,88
4253,Шаршенов Асель,22,male,72,61,87,high,3,97,61
4254,Бекмурзаев Назгуль,19,female,99,85,58,medium,5,94,63
4255,Жумабаев Рустам,23,male,76,94,87,low,5,68,79
4256,Жумабаев Бегимай,21,male,81,73,91,medium,4,68,74
4257,Кубатбеков Тимур,24,female,92,89,50,medium,6,72,59
4258,Токтосунов Бегимай,25,male,51,77,62,medium,6,73,55
4259,Асанов Айжан,18,female,65,62,92,low,5,97,50
4260,Кудайбергенов Асель,25,male,86,52,83,medium,6,68,61
4261,Асанов Жанат,22,male,62,84,68,medium,9,61,95
4262,Кудайбергенов Бакыт,25,male,72,94,81,high,3,60,56
4263,Кудайбергенов Марат,21,female,99,59,73,high,7,74,66
4264,Бекмурзаев Марат,21,female,60,53,99,low,2,96,66
4265,Токтосунов Эльмира,23,male,52,95,99,low,3,99,85
4266,Асанов Азиз,22,female,95,90,100,medium,10,79,81
4267,Жумабаев Асель,22,male,50,99,64,low,2,52,59
4268,Кубатбеков Азиз,22,male,68,55,60,medium,0,92,50
4269,Усенов Азиз,21,female,84,87,85,medium,2,76,52
4270,Кудайбергенов Гулнара,21,female,78,79,90,medium,9,50,89
4271,Исмаилов Эрмек,21,female,75,70,75,medium,2,94,86
4272,Жумабаев Бегимай,20,male,93,79,78,high,6,77,53
4273,Бекмурзаев Жамиля,19,female,73,80,93,low,8,62,96
4274,Исмаилов Жамиля,25,female,65,50,68,low,7,58,58
4275,Токтосунов Канат,25,female,70,54,84,high,8,85,94
4276,Исмаилов Жанат,24,female,96,92,79,medium,10,67,62
4277,Жумабаев Азиз,22,male,73,59,88,high,4,73,76
4278,Кубатбеков Айгуль,25,female,82,78,92,low,7,72,64
4279,Кубатбеков Нурлан,25,male,65,90,82,high,8,64,96
4280,Бекмурзаев Эрмек,25,male,93,59,68,low,9,92,97
4281,Шаршенов Жамиля,22,female,68,82,87,medium,3,73,84
4282,Асанов Асель,23,female,50,75,57,medium,2,99,76
4283,Токтосунов Жанат,20,male,57,74,97,low,9,62,99
4284,Кудайбергенов Асель,24,male,55,99,79,medium,0,93,97
4285,Бекмурзаев Жанара,25,male,94,79,58,high,1,66,91
4286,Кудайбергенов Марат,19,female,66,78,89,medium,6,80,81
4287,Сариев Жамиля,25,male,99,81,89,high,8,81,52
4288,Токтосунов Марат,23,male,90,96,98,medium,6,72,79
4289,Токтосунов Канат,24,male,55,79,79,high,10,67,68
4290,Асанов Азиз,21,male,80,94,91,low,10,72,73
4291,Исмаилов Эльмира,25,female,52,69,99,medium,4,58,86
4292,Усенов Жамиля,20,male,51,51,82,low,3,88,53
4293,Бекмурзаев Гулнара,24,male,67,72,70,medium,5,91,65
4294,Жумабаев Айгуль,18,male,87,51,52,low,8,70,89
4295,Кубатбеков Назгуль,24,male,66,96,69,low,9,58,95
4296,Усенов Бакыт,19,male,100,88,63,low,0,92,87
4297,Усенов Тимур,19,male,55,53,51,medium,6,52,96
4298,Жумабаев Жамиля,25,female,88,86,96,medium,7,56,94
4299,Кудайбергенов Назгуль,25,female,92,56,55,medium,1,65,88
4300,Шаршенов Эрмек,22,female,84,83,71,low,4,92,74
4301,Кубатбеков Марат,18,female,94,92,90,high,4,62,67
4302,Токтосунов Жанара,21,male,93,67,86,high,7,69,60
4303,Асанов Жамиля,22,male,91,89,66,high,4,89,67
4304,Асанов Асель,21,female,77,77,66,medium,6,84,55
4305,Токтосунов Канат,25,male,64,92,88,medium,5,56,54
4306,Кубатбеков Бакыт,24,male,89,86,74,high,8,55,63
4307,Токтосунов Асель,21,male,65,70,68,high,8,68,59
4308,Жумабаев Айбек,19,male,52,82,81,medium,4,78,56
4309,Асанов Айжан,18,male,91,85,67,medium,1,64,68
4310,Усенов Марат,20,male,50,60,99,medium,4,75,77
4311,Сариев Гулнара,20,male,52,87,74,high,0,55,99
4312,Усенов Жанара,22,male,60,85,89,high,0,65,52
4313,Асанов Канат,24,female,94,69,87,high,8,90,100
4314,Жумабаев Гулнара,21,male,71,95,53,medium,10,93,88
4315,Кубатбеков Айгуль,20,male,89,65,71,medium,9,64,75
4316,Кубатбеков Жанара,21,female,61,72,66,low,6,63,81
4317,Асанов Жамиля,24,male,54,59,74,low,2,61,72
4318,Шаршенов Эрмек,21,male,73,60,90,high,1,85,77
4319,Кудайбергенов Эрмек,24,female,51,84,51,medium,7,96,57
4320,Шаршенов Нурлан,23,male,57,77,53,high,1,83,80
4321,Токтосунов Асель,22,female,98,54,80,high,0,66,79
4322,Токтосунов Нурлан,24,male,94,72,100,high,0,73,94
4323,Жумабаев Азиз,24,male,75,93,95,high,1,57,66
4324,Исмаилов Бегимай,20,female,66,83,53,medium,1,60,95
4325,Асанов Айбек,23,female,71,96,80,medium,7,85,86
4326,Бекмурзаев Бегимай,20,male,57,96,83,low,9,65,89
4327,Шаршенов Канат,22,female,94,95,59,low,1,66,76
4328,Асанов Эльмира,23,female,78,65,100,high,1,73,82
4329,Кудайбергенов Рустам,24,female,95,63,63,high,9,93,90
4330,Бекмурзаев Эльмира,22,male,74,93,63,medium,1,58,58
4331,Токтосунов Назгуль,24,male,92,76,91,medium,10,83,86
4332,Жумабаев Кундуз,19,female,78,68,77,medium,10,95,80
4333,Асанов Айбек,24,female,51,82,58,low,9,67,58
4334,Исмаилов Марат,18,female,77,53,71,low,4,65,57
4335,Асанов Эрмек,25,female,97,90,55,high,10,99,74
4336,Жумабаев Жамиля,18,male,84,57,76,high,4,84,62
4337,Кубатбеков Эрмек,21,male,71,52,73,medium,7,79,97
4338,Шаршенов Гулнара,19,male,71,82,69,low,10,78,81
4339,Исмаилов Айбек,21,female,51,67,96,low,8,59,69
4340,Асанов Асель,18,male,88,71,97,medium,0,79,85
4341,Кудайбергенов Жанат,21,male,92,96,87,medium,8,73,61
4342,Сариев Эльмира,24,female,55,56,92,low,1,74,50
4343,Токтосунов Асель,24,male,51,80,94,medium,2,98,59
4344,Сариев Канат,21,male,93,90,72,medium,5,71,64
4345,Усенов Бегимай,24,male,71,88,67,high,10,91,85
4346,Сариев Жамиля,24,male,91,78,55,high,1,94,53
4347,Асанов Кундуз,18,female,84,61,93,high,4,77,68
4348,Исмаилов Эльмира,25,male,73,55,55,medium,6,74,73
4349,Бекмурзаев Нурлан,21,male,76,90,56,high,7,95,51
4350,Усенов Айгуль,22,female,50,60,62,high,10,72,79
4351,Шаршенов Нурлан,21,male,53,50,96,high,8,60,68
4352,Кудайбергенов Азиз,25,male,63,50,95,high,1,98,85
4353,Жумабаев Марат,22,female,95,67,76,medium,3,96,95
4354,Бекмурзаев Рустам,23,male,67,53,58,low,0,84,54
4355,Сариев Кундуз,25,male,78,63,85,high,10,55,70
4356,Токтосунов Назгуль,19,female,92,51,100,medium,3,83,89
4357,Кубатбеков Бакыт,23,female,52,96,54,low,1,68,85
4358,Кубатбеков Жамиля,24,male,95,83,50,high,10,79,86
4359,Кубатбеков Азиз,25,male,75,95,93,medium,1,93,60
4360,Исмаилов Бегимай,24,male,87,68,72,medium,5,57,57
4361,Усенов Эльмира,24,female,92,100,70,medium,3,80,65
4362,Сариев Кундуз,25,male,95,99,79,high,0,99,99
4363,Сариев Канат,23,male,84,89,78,low,3,72,86
4364,Исмаилов Рустам,19,female,64,81,76,low,6,84,100
4365,Исмаилов Айбек,24,female,93,81,96,high,4,73,74
4366,Жумабаев Бакыт,25,male,85,70,62,low,0,57,71
4367,Усенов Марат,18,male,77,65,93,low,1,83,84
4368,Усенов Айбек,22,female,100,57,50,medium,1,85,79
4369,Сариев Айбек,22,male,59,83,83,low,3,81,91
4370,Асанов Азиз,18,female,51,53,63,low,1,69,84
4371,Кудайбергенов Назгуль,21,female,63,66,64,high,8,73,59
4372,Шаршенов Айгуль,20,female,51,68,55,high,0,72,70
4373,Бекмурзаев Эльмира,22,male,62,81,51,low,1,58,73
4374,Шаршенов Жанара,22,male,92,81,56,medium,5,50,72
4375,Кудайбергенов Марат,21,female,77,76,52,medium,5,69,66
4376,Исмаилов Жанат,19,male,90,79,73,low,5,71,89
4377,Шаршенов Айгуль,21,male,75,68,90,high,1,54,64
4378,Шаршенов Канат,24,male,85,58,51,low,10,52,65
4379,Асанов Эльмира,23,female,66,81,87,high,8,92,56
4380,Токтосунов Канат,20,male,77,97,64,medium,4,86,88
4381,Кубатбеков Бегимай,23,female,62,65,75,high,0,94,65
4382,Кудайбергенов Канат,23,female,70,50,56,high,1,66,94
4383,Шаршенов Айбек,18,female,77,57,51,low,8,60,86
4384,Токтосунов Жанара,18,female,73,54,71,high,1,56,75
4385,Шаршенов Азиз,20,male,99,74,59,high,0,83,68
4386,Кубатбеков Марат,19,female,99,84,57,low,10,95,51
4387,Жумабаев Нурлан,22,male,64,69,86,high,4,88,99
4388,Шаршенов Айгуль,19,female,73,74,59,low,6,55,72
4389,Шаршенов Нурлан,22,female,75,83,82,low,5,83,53
4390,Жумабаев Жанат,23,male,98,99,72,medium,2,75,68
4391,Исмаилов Айбек,23,male,96,95,74,low,1,94,83
4392,Шаршенов Азиз,20,male,56,70,92,medium,7,78,82
4393,Шаршенов Нурлан,19,male,71,60,83,high,8,97,81
4394,Жумабаев Жанара,18,male,56,54,75,low,0,67,95
4395,Жумабаев Марат,18,female,54,56,90,medium,6,98,99
4396,Кубатбеков Жанара,25,female,77,77,65,medium,2,97,97
4397,Шаршенов Гулнара,20,female,58,79,83,high,3,80,88
4398,Усенов Айбек,18,female,89,91,90,medium,0,58,51
4399,Шаршенов Айжан,20,female,60,89,69,medium,4,86,93
4400,Шаршенов Назгуль,20,female,89,58,94,low,8,84,65
4401,Усенов Эльмира,20,male,87,88,95,medium,8,63,80
4402,Кубатбеков Кундуз,22,female,82,79,74,high,7,70,69
4403,Асанов Жанат,24,female,51,88,54,medium,3,62,74
4404,Сариев Айжан,22,male,82,57,72,high,7,94,73
4405,Шаршенов Назгуль,24,male,78,71,53,medium,10,88,81
4406,Асанов Айгуль,20,female,58,55,72,low,9,55,87
4407,Асанов Тимур,20,male,67,58,91,medium,2,78,95
4408,Кубатбеков Азиз,22,male,54,83,78,low,6,85,85
4409,Усенов Канат,22,female,87,67,52,high,0,96,57
4410,Сариев Марат,23,female,56,71,50,medium,7,97,75
4411,Бекмурзаев Айжан,20,female,71,54,58,low,0,69,62
4412,Бекмурзаев Тимур,18,female,88,83,69,medium,3,83,79
4413,Токтосунов Кундуз,18,female,78,80,87,medium,0,71,85
4414,Кубатбеков Гулнара,19,male,78,50,87,medium,5,100,59
4415,Кудайбергенов Жанат,18,female,53,92,94,low,4,82,77
4416,Сариев Асель,18,female,58,74,80,high,9,85,69
4417,Асанов Асель,25,female,77,63,97,high,5,92,99
4418,Асанов Нурлан,24,female,78,68,89,low,0,84,62
4419,Кубатбеков Назгуль,25,female,57,52,71,medium,4,93,81
4420,Бекмурзаев Гулнара,21,male,65,57,97,low,0,96,59
4421,Сариев Айгуль,25,male,95,67,77,low,3,89,96
4422,Кубатбеков Асель,24,female,93,100,57,medium,8,67,96
4423,Исмаилов Айгуль,24,male,73,98,98,medium,1,100,97
4424,Усенов Рустам,24,male,63,87,64,medium,1,70,69
4425,Исмаилов Марат,25,female,64,96,79,medium,8,74,95
4426,Кубатбеков Асель,25,male,52,56,56,high,9,58,59
4427,Сариев Кундуз,20,male,85,53,95,low,3,65,100
4428,Шаршенов Азиз,19,male,86,66,94,low,10,62,98
4429,Асанов Гулнара,25,male,71,98,52,medium,6,68,52
4430,Исмаилов Айжан,18,male,56,83,59,low,7,91,82
4431,Асанов Азиз,19,female,82,61,69,medium,1,67,55
4432,Сариев Кундуз,23,female,70,63,68,low,4,81,92
4433,Кудайбергенов Тимур,25,male,51,97,59,high,2,53,54
4434,Исмаилов Эльмира,19,female,56,91,51,low,6,57,80
4435,Усенов Жанат,22,female,78,77,61,high,0,71,64
4436,Усенов Айбек,20,female,84,54,55,low,3,65,80
4437,Бекмурзаев Бакыт,21,female,80,79,83,low,2,76,67
4438,Токтосунов Жанат,19,female,85,59,84,medium,5,59,96
4439,Шаршенов Тимур,22,female,92,97,91,high,8,54,89
4440,Сариев Эрмек,19,female,72,91,50,low,8,97,96
4441,Кудайбергенов Назгуль,20,female,80,83,67,medium,3,94,52
4442,Асанов Эльмира,19,female,72,74,70,medium,1,57,76
4443,Токтосунов Асель,22,male,72,90,97,high,0,83,93
4444,Исмаилов Тимур,20,male,92,79,97,low,10,94,90
4445,Бекмурзаев Гулнара,24,male,50,53,57,low,4,97,89
4446,Токтосунов Эльмира,25,female,62,78,55,medium,1,68,95
4447,Шаршенов Назгуль,20,male,81,72,56,medium,0,84,56
4448,Сариев Рустам,18,female,91,59,80,high,10,96,98
4449,Исмаилов Назгуль,23,female,87,86,74,high,3,60,92
4450,Сариев Бегимай,22,female,62,79,59,high,6,97,65
4451,Исмаилов Айгуль,24,male,98,57,99,high,0,77,85
4452,Кудайбергенов Жанат,22,male,60,91,85,medium,2,78,81
4453,Сариев Тимур,19,female,100,92,59,high,2,100,95
4454,Кудайбергенов Кундуз,22,male,87,53,61,low,5,61,76
4455,Исмаилов Эрмек,23,male,61,87,92,high,0,65,98
4456,Исмаилов Айбек,18,female,99,70,89,medium,10,75,84
4457,Жумабаев Жанара,24,female,58,68,75,medium,1,57,50
4458,Жумабаев Асель,22,male,52,65,72,low,9,100,85
4459,Токтосунов Эрмек,18,female,98,58,97,medium,0,95,70
4460,Сариев Кундуз,18,male,94,98,84,high,6,58,79
4461,Исмаилов Кундуз,24,female,83,72,70,high,2,60,55
4462,Усенов Айбек,19,female,72,51,98,high,9,69,86
4463,Асанов Бегимай,20,female,77,70,59,medium,5,72,62
4464,Шаршенов Азиз,20,female,100,86,73,high,1,81,96
4465,Асанов Айжан,18,female,75,99,96,low,10,94,57
4466,Жумабаев Рустам,23,female,77,60,61,high,3,66,85
4467,Жумабаев Рустам,21,male,57,72,78,low,7,72,61
4468,Асанов Бегимай,25,male,72,80,99,high,3,52,98
4469,Кубатбеков Жамиля,18,male,86,68,85,medium,1,94,70
4470,Кудайбергенов Жанат,21,male,97,99,90,low,4,58,86
4471,Кудайбергенов Эльмира,18,male,60,95,67,low,5,57,50
4472,Асанов Гулнара,20,male,92,66,95,high,9,95,80
4473,Асанов Назгуль,20,female,74,88,57,low,3,50,66
4474,Исмаилов Гулнара,22,male,87,73,81,high,7,93,61
4475,Исмаилов Азиз,25,male,64,62,63,low,6,53,54
4476,Жумабаев Айжан,24,male,77,58,90,medium,7,94,63
4477,Кудайбергенов Гулнара,24,male,73,65,53,medium,6,83,60
4478,Исмаилов Асель,20,male,95,54,67,low,2,56,85
4479,Токтосунов Тимур,24,male,64,84,78,high,2,67,64
4480,Жумабаев Жанара,19,female,89,77,64,low,10,85,77
4481,Сариев Айбек,22,female,59,61,84,medium,6,90,89
4482,Кудайбергенов Тимур,24,female,59,91,80,low,1,53,55
4483,Жумабаев Айбек,19,female,94,78,90,high,10,89,57
4484,Жумабаев Рустам,22,male,77,71,62,low,4,65,100
4485,Жумабаев Канат,25,male,90,90,60,medium,7,57,87
4486,Асанов Айжан,21,female,79,87,51,low,4,81,62
4487,Усенов Бакыт,25,female,54,79,89,medium,6,88,62
4488,Кубатбеков Жанара,19,female,76,80,76,high,9,99,96
4489,Токтосунов Бегимай,20,female,53,65,89,medium,3,84,59
4490,Шаршенов Марат,19,female,97,97,80,medium,10,66,89
4491,Шаршенов Кундуз,23,female,63,87,84,low,6,73,57
4492,Токтосунов Тимур,19,male,70,61,50,high,8,86,79
4493,Шаршенов Айжан,22,male,70,71,60,high,3,56,76
4494,Жумабаев Айгуль,24,female,58,71,57,low,4,62,85
4495,Шаршенов Тимур,19,male,75,50,92,medium,9,97,78
4496,Кудайбергенов Гулнара,22,female,67,81,65,medium,3,60,61
4497,Асанов Айжан,24,female,66,80,82,low,2,79,87
4498,Бекмурзаев Эрмек,22,female,68,79,87,medium,5,63,71
4499,Кудайбергенов Айгуль,25,female,94,73,89,high,1,64,72
4500,Усенов Эльмира,19,male,57,92,54,high,8,65,74
4501,Асанов Бакыт,24,female,63,72,94,low,9,80,99
4502,Асанов Жанат,18,male,85,70,79,high,2,96,61
4503,Кудайбергенов Канат,19,female,76,57,78,medium,5,83,84
4504,Сариев Бакыт,18,male,56,99,76,low,8,88,92
4505,Усенов Тимур,24,male,87,93,62,medium,3,74,99
4506,Кудайбергенов Эльмира,22,male,91,57,90,high,10,50,61
4507,Жумабаев Жанат,24,female,96,55,84,medium,9,52,69
4508,Бекмурзаев Айжан,20,male,72,59,76,medium,10,93,92
4509,Кубатбеков Нурлан,18,male,83,89,72,low,0,56,52
4510,Шаршенов Айгуль,20,female,54,57,95,medium,0,83,84
4511,Исмаилов Асель,21,female,85,67,100,low,9,51,94
4512,Кудайбергенов Назгуль,25,female,51,88,91,medium,4,78,51
4513,Жумабаев Эрмек,23,female,78,76,70,medium,1,92,82
4514,Усенов Тимур,20,male,76,100,82,medium,6,82,57
4515,Усенов Марат,19,male,82,53,60,medium,6,79,79
4516,Шаршенов Эрмек,20,male,86,77,61,high,7,93,52
4517,Кубатбеков Айжан,18,female,86,53,97,medium,1,84,58
4518,Кубатбеков Асель,21,male,69,60,64,low,3,59,59
4519,Сариев Канат,21,female,82,64,78,high,1,58,74
4520,Исмаилов Асель,19,female,91,96,87,low,0,100,57
4521,Токтосунов Асель,24,male,55,54,86,high,3,89,88
4522,Токтосунов Асель,21,male,91,88,82,low,7,94,51
4523,Кубатбеков Айжан,24,female,70,89,50,low,0,94,82
4524,Шаршенов Гулнара,19,male,90,93,70,medium,6,83,84
4525,Токтосунов Марат,18,female,62,80,95,medium,4,94,88
4526,Бекмурзаев Асель,23,female,100,80,98,high,5,84,54
4527,Усенов Гулнара,18,female,76,97,72,low,8,57,79
4528,Шаршенов Эрмек,25,male,99,80,81,high,4,81,81
4529,Шаршенов Бегимай,21,male,99,91,64,medium,2,83,85
4530,Сариев Айжан,20,female,67,76,69,high,0,70,88
4531,Кудайбергенов Эльмира,22,male,96,58,79,high,6,84,71
4532,Исмаилов Асель,20,female,86,74,63,high,9,79,96
4533,Асанов Эльмира,22,female,54,60,63,high,10,64,62
4534,Токтосунов Марат,19,female,67,67,76,high,5,99,60
4535,Жумабаев Бакыт,20,male,80,53,90,low,7,70,65
4536,Асанов Гулнара,21,male,61,84,51,high,7,87,89
4537,Кубатбеков Азиз,25,female,95,56,87,medium,10,59,84
4538,Бекмурзаев Эльмира,24,female,87,91,92,low,7,56,66
4539,Исмаилов Айгуль,22,female,50,80,86,medium,9,67,73
4540,Асанов Айгуль,23,male,77,86,58,high,7,76,83
4541,Асанов Жанара,22,male,85,55,67,low,3,60,90
4542,Кудайбергенов Айгуль,21,female,54,73,69,medium,7,53,75
4543,Жумабаев Жамиля,19,female,93,79,76,low,2,76,85
4544,Токтосунов Жанара,18,female,52,56,59,medium,5,78,83
4545,Токтосунов Эрмек,22,female,81,83,53,low,9,83,77
4546,Сариев Канат,25,male,88,86,65,high,1,53,55
4547,Бекмурзаев Кундуз,19,female,74,76,79,low,10,78,75
4548,Сариев Эльмира,21,female,66,84,85,medium,6,81,89
4549,Асанов Азиз,18,female,62,77,59,high,0,55,59
4550,Бекмурзаев Жамиля,20,male,85,60,65,low,4,88,58
4551,Жумабаев Эльмира,25,male,76,85,51,high,7,94,61
4552,Исмаилов Кундуз,22,male,75,85,65,low,3,50,82
4553,Сариев Бакыт,23,male,100,61,56,low,6,94,63
4554,Асанов Марат,21,male,92,53,50,low,3,87,61
4555,Шаршенов Нурлан,23,male,57,90,61,medium,5,73,62
4556,Кудайбергенов Айжан,25,female,57,55,50,low,7,68,63
4557,Токтосунов Бакыт,19,male,86,75,65,high,3,73,83
4558,Токтосунов Айжан,19,male,91,89,89,medium,9,96,58
4559,Кудайбергенов Тимур,25,female,56,51,83,high,1,81,92
4560,Жумабаев Айжан,21,male,83,61,96,medium,10,62,92
4561,Усенов Жанара,22,female,60,64,58,medium,4,98,66
4562,Бекмурзаев Жамиля,19,female,95,82,57,high,4,89,68
4563,Кубатбеков Бакыт,20,male,76,57,77,high,4,79,60
4564,Кудайбергенов Азиз,25,male,91,65,82,medium,5,58,95
4565,Шаршенов Нурлан,19,male,95,89,97,low,10,80,85
4566,Бекмурзаев Канат,24,female,71,81,81,high,1,53,74
4567,Кубатбеков Бакыт,24,female,83,90,80,high,3,67,80
4568,Усенов Айжан,20,male,76,80,88,high,9,82,67
4569,Сариев Тимур,25,female,94,62,70,medium,4,59,59
4570,Кудайбергенов Азиз,18,male,67,98,74,high,6,51,86
4571,Асанов Марат,18,male,97,86,58,high,5,84,81
4572,Усенов Жанара,24,male,98,81,73,high,1,54,63
4573,Кубатбеков Эльмира,23,female,93,100,74,medium,3,89,79
4574,Токтосунов Айгуль,21,female,96,84,94,high,1,93,59
4575,Бекмурзаев Асель,25,male,82,69,72,medium,10,62,79
