id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
19400,Кубатбеков Эрмек,18,male,89,50,72,medium,7,89,84
19401,Жумабаев Айжан,21,male,65,56,75,medium,5,91,90
19402,Жумабаев Жанара,23,male,57,66,93,medium,2,55,80
19403,Сариев Эльмира,25,female,71,93,56,low,3,96,59
19404,Шаршенов Айжан,24,female,91,79,98,high,6,71,88
19405,Асанов Марат,20,male,62,80,63,low,6,75,88
19406,Исмаилов Марат,22,male,91,65,65,low,0,64,96
19407,Кудайбергенов Эрмек,22,female,71,85,82,low,4,62,79
19408,Асанов Нурлан,24,male,62,56,53,medium,3,62,50
19409,Токтосунов Тимур,24,male,87,64,61,medium,2,98,79
19410,Усенов Тимур,19,male,55,53,58,low,0,99,78
19411,Сариев Марат,21,female,58,56,87,medium,1,83,59
19412,Исмаилов Гулнара,21,female,84,62,81,high,2,100,76
19413,Кудайбергенов Назгуль,18,male,74,79,76,medium,10,75,92
19414,Асанов Айбек,25,female,67,67,91,high,5,83,79
19415,Шаршенов Кундуз,25,female,70,87,91,medium,4,77,92
19416,Асанов Гулнара,23,male,80,86,88,low,8,67,56
19417,Бекмурзаев Айжан,19,male,69,53,67,high,3,58,55
19418,Токтосунов Эльмира,20,male,80,65,62,medium,6,96,91
19419,Сариев Тимур,21,female,85,86,76,medium,4,77,87
19420,Жумабаев Жамиля,19,male,82,69,73,medium,1,65,75
19421,Кудайбергенов Айгуль,18,female,57,72,53,low,4,62,93
19422,Кубатбеков Айжан,25,male,63,90,57,low,2,74,58
19423,Жумабаев Эрмек,20,female,90,78,90,medium,7,71,76
19424,Сариев Тимур,23,male,72,96,92,medium,8,81,58
19425,Кудайбергенов Канат,25,female,91,98,85,low,10,56,79
19426,Кубатбеков Рустам,18,female,76,86,62,high,8,64,50
19427,Шаршенов Айбек,19,female,62,85,92,medium,7,74,67
19428,Кубатбеков Кундуз,23,female,80,73,79,medium,6,59,97
19429,Сариев Бегимай,18,female,60,98,53,medium,10,100,95
19430,Жумабаев Рустам,22,female,93,87,59,low,6,52,91
19431,Исмаилов Жанара,24,male,82,54,86,medium,0,92,75
19432,Исмаилов Бегимай,23,female,51,87,91,medium,9,63,57
19433,Кудайбергенов Тимур,20,female,52,63,63,high,2,87,95
19434,Бекмурзаев Асель,25,male,64,93,92,high,9,79,94
19435,Шаршенов Жанат,25,female,65,84,60,low,0,57,59
19436,Кубатбеков Назгуль,23,female,99,93,65,high,1,83,84
19437,Жумабаев Асель,19,male,81,55,51,medium,7,85,64
19438,Асанов Кундуз,24,female,92,76,77,high,3,95,85
19439,Сариев Гулнара,18,male,99,74,93,low,4,97,62
19440,Шаршенов Айжан,24,female,55,84,81,medium,6,78,87
19441,Усенов Айжан,20,male,89,52,70,medium,8,53,97
19442,Усенов Айбек,23,male,59,98,95,medium,6,61,75
19443,Асанов Айгуль,19,female,100,81,69,medium,3,90,56
19444,Исмаилов Азиз,22,female,97,83,86,medium,6,60,100
19445,Бекмурзаев Гулнара,24,male,73,95,59,medium,0,55,54
19446,Шаршенов Жанара,25,male,65,100,94,low,2,99,82
19447,Шаршенов Жанара,25,female,82,75,55,medium,9,55,70
19448,Асанов Тимур,22,male,72,75,86,medium,0,95,91
19449,Жумабаев Рустам,23,female,85,82,62,low,7,67,84
19450,Сариев Бакыт,20,female,79,90,61,low,9,66,53
19451,Бекмурзаев Азиз,18,male,73,63,62,high,8,70,51
19452,Жумабаев Гулнара,19,female,59,57,86,medium,6,53,65
19453,Кудайбергенов Айжан,24,male,55,71,82,medium,1,94,64
19454,Сариев Жанат,22,male,56,71,70,low,9,86,59
19455,Усенов Гулнара,23,female,57,83,72,medium,9,65,92
19456,Токтосунов Бегимай,23,male,78,63,87,medium,10,68,87
19457,Шаршенов Эльмира,21,male,73,98,93,medium,3,67,85
19458,Сариев Эрмек,22,male,58,61,71,medium,1,89,59
19459,Жумабаев Бегимай,22,male,87,88,72,medium,3,57,81
19460,Токтосунов Эрмек,21,female,75,60,73,high,5,68,50
19461,Бекмурзаев Канат,18,male,79,63,81,medium,8,52,92
19462,Кубатбеков Тимур,20,female,87,55,50,medium,7,93,58
19463,Токтосунов Жанат,24,male,81,93,64,high,3,89,97
19464,Шаршенов Жамиля,25,female,80,86,92,high,9,89,58
19465,Асанов Асель,24,male,88,50,67,high,9,63,77
19466,Кубатбеков Нурлан,19,female,96,68,74,medium,8,50,58
19467,Усенов Канат,18,male,83,85,81,low,5,93,60
19468,Асанов Айжан,24,female,88,96,89,high,8,53,78
19469,Шаршенов Айгуль,19,female,77,58,65,medium,6,78,65
19470,Сариев Марат,22,female,94,90,59,high,3,90,61
19471,Кубатбеков Айбек,24,male,51,67,100,low,8,60,94
19472,Исмаилов Канат,21,male,88,80,84,medium,9,84,53
19473,Усенов Айбек,18,female,98,85,87,medium,1,63,67
19474,Асанов Эрмек,20,female,93,58,98,medium,8,61,68
19475,Кудайбергенов Жанара,20,female,60,68,80,low,3,79,93
19476,Кубатбеков Бегимай,20,female,91,89,100,low,7,71,67
19477,Асанов Канат,25,male,55,81,99,low,0,67,57
19478,Жумабаев Канат,24,male,57,56,71,high,10,58,98
19479,Асанов Тимур,18,male,76,57,57,medium,7,88,91
19480,Исмаилов Гулнара,23,male,50,80,64,high,4,95,100
19481,Токтосунов Жамиля,20,male,50,74,71,medium,0,72,99
19482,Шаршенов Нурлан,23,male,74,59,84,medium,5,79,66
19483,Исмаилов Бакыт,18,male,50,64,53,high,0,57,100
19484,Усенов Жанат,21,female,96,72,85,low,3,64,78
19485,Асанов Азиз,22,male,86,99,58,low,6,62,89
19486,Асанов Азиз,18,female,78,100,81,high,6,76,66
19487,Жумабаев Айжан,25,male,94,64,92,medium,4,83,75
19488,Токтосунов Айжан,24,male,68,76,51,medium,2,98,91
19489,Бекмурзаев Рустам,25,male,64,73,51,high,7,87,63
19490,Усенов Айбек,25,female,97,69,77,high,2,69,52
19491,Усенов Эльмира,22,male,95,67,98,low,3,52,58
19492,Асанов Айгуль,25,female,93,86,95,medium,5,57,89
19493,Асанов Эрмек,21,male,86,63,79,medium,10,66,96
19494,Токтосунов Бакыт,24,male,54,75,60,low,9,81,88
19495,Шаршенов Нурлан,22,male,62,79,54,low,1,61,94
19496,Исмаилов Жанат,22,male,65,83,62,low,8,96,78
19497,Сариев Бакыт,22,female,66,86,72,medium,4,57,91
19498,Шаршенов Назгуль,18,male,88,69,96,high,6,56,63
19499,Кудайбергенов Назгуль,20,female,95,61,67,medium,3,59,73
19500,Кубатбеков Айжан,22,male,56,63,87,low,6,50,63
19501,Асанов Жанара,19,female,53,74,89,high,3,59,88
19502,Шаршенов Айгуль,20,male,63,51,82,medium,10,64,81
19503,Исмаилов Айбек,18,female,77,54,97,high,5,78,63
19504,Усенов Айгуль,20,female,73,81,76,high,4,56,50
19505,Токтосунов Канат,24,female,65,70,85,high,7,69,66
19506,Шаршенов Нурлан,25,male,53,67,70,high,1,80,84
19507,Шаршенов Бакыт,21,female,87,64,50,high,2,93,85
19508,Исмаилов Азиз,21,male,57,85,91,high,7,92,92
19509,Кудайбергенов Жамиля,22,male,79,66,82,low,1,64,54
19510,Шаршенов Кундуз,24,female,71,91,95,high,5,99,52
19511,Кубатбеков Кундуз,21,female,76,80,69,high,0,99,85
19512,Токтосунов Кундуз,19,male,83,86,78,medium,1,75,50
19513,Кудайбергенов Назгуль,23,male,82,75,99,high,0,82,54
19514,Кубатбеков Азиз,19,male,95,62,77,high,2,55,92
19515,Исмаилов Эльмира,21,female,64,57,65,high,5,82,58
19516,Кудайбергенов Жанат,24,female,67,52,67,medium,1,69,90
19517,Кудайбергенов Бакыт,25,male,67,88,78,low,10,70,55
19518,Токтосунов Айжан,23,female,83,52,68,medium,4,52,69
19519,Асанов Жамиля,18,male,74,62,61,low,0,77,71
19520,Исмаилов Асель,18,female,58,55,57,low,3,81,67
19521,Кубатбеков Бакыт,21,male,62,59,93,low,9,95,93
19522,Шаршенов Эльмира,24,female,66,96,60,high,3,59,62
19523,Шаршенов Канат,24,female,56,74,65,medium,3,83,95
19524,Усенов Рустам,20,male,51,51,66,medium,8,91,54
19525,Усенов Назгуль,20,male,99,84,83,medium,4,66,56
19526,Асанов Асель,22,male,99,50,90,high,3,98,77
19527,Исмаилов Эльмира,18,male,77,55,97,low,4,50,66
19528,Исмаилов Жанара,18,male,60,62,69,low,9,67,69
19529,Кубатбеков Жанара,20,male,97,52,80,low,5,87,63
19530,Сариев Рустам,23,male,61,79,53,high,8,90,84
19531,Кудайбергенов Асель,24,male,100,95,57,low,7,71,70
19532,Асанов Бакыт,19,female,55,70,81,medium,6,74,85
19533,Усенов Жанара,23,male,74,78,81,low,2,72,90
19534,Шаршенов Назгуль,22,male,52,82,83,medium,5,76,64
19535,Жумабаев Азиз,25,male,69,87,79,low,8,77,57
19536,Исмаилов Гулнара,25,male,88,57,62,low,9,99,69
19537,Шаршенов Бегимай,21,male,65,69,84,medium,8,96,70
19538,Сариев Нурлан,20,male,71,97,54,high,5,55,63
19539,Шаршенов Асель,22,female,64,55,81,low,5,65,81
19540,Исмаилов Эльмира,23,male,58,52,53,low,2,52,52
19541,Асанов Айжан,22,male,97,54,59,high,10,70,77
19542,Жумабаев Рустам,20,male,65,87,87,high,4,53,94
19543,Токтосунов Нурлан,19,male,95,87,50,medium,5,100,56
19544,Сариев Жанара,21,female,80,81,92,high,2,83,98
19545,Кудайбергенов Тимур,25,male,63,63,84,low,5,91,81
19546,Усенов Гулнара,19,male,93,86,73,medium,0,84,87
19547,Исмаилов Рустам,18,male,87,82,88,medium,8,67,96
19548,Токтосунов Жанат,19,female,76,52,76,medium,0,93,96
19549,Усенов Бегимай,23,female,62,100,85,low,6,50,63
19550,Усенов Эрмек,21,male,87,71,51,high,3,80,52
19551,Жумабаев Гулнара,21,male,55,95,79,medium,8,77,89
19552,Кубатбеков Асель,19,female,89,69,74,low,10,50,67
19553,Шаршенов Жанара,22,male,86,79,61,medium,4,96,79
19554,Асанов Бакыт,19,male,54,75,77,low,2,52,85
19555,Жумабаев Тимур,25,female,95,85,53,medium,3,71,80
19556,Шаршенов Марат,22,male,63,80,69,low,8,50,72
19557,Кудайбергенов Айгуль,25,male,74,80,59,high,10,96,74
19558,Токтосунов Жамиля,21,male,77,76,75,medium,7,79,51
19559,Бекмурзаев Рустам,19,male,52,95,68,low,8,85,94
19560,Бекмурзаев Асель,19,female,73,90,59,low,5,88,57
19561,Сариев Жанара,25,female,93,55,84,low,3,74,50
19562,Шаршенов Эльмира,21,female,59,60,51,low,5,98,83
19563,Жумабаев Эрмек,23,male,66,59,95,low,4,94,53
19564,Усенов Асель,23,male,82,64,51,high,2,100,73
19565,Бекмурзаев Асель,20,male,56,71,97,low,10,94,94
19566,Асанов Бегимай,18,male,90,90,91,medium,10,55,87
19567,Шаршенов Марат,22,male,66,85,58,low,10,77,83
19568,Сариев Жанат,18,female,79,96,95,low,7,82,64
19569,Бекмурзаев Назгуль,22,female,54,72,68,low,8,79,98
19570,Бекмурзаев Марат,18,male,60,91,86,low,9,84,95
19571,Исмаилов Бегимай,24,female,87,71,97,medium,4,55,97
19572,Шаршенов Гулнара,23,male,84,92,90,high,1,52,64
19573,Исмаилов Кундуз,22,male,54,74,97,low,5,83,96
19574,Токтосунов Бакыт,20,male,70,89,61,low,4,81,51
19575,Кубатбеков Бегимай,19,male,70,63,61,high,4,75,58
19576,Сариев Назгуль,24,female,69,100,68,high,10,50,92
19577,Шаршенов Нурлан,20,male,57,74,89,medium,10,93,87
19578,Исмаилов Тимур,23,male,97,60,89,high,10,83,85
19579,Исмаилов Эрмек,21,male,79,86,71,low,10,55,91
19580,Кубатбеков Асель,18,male,81,91,54,medium,0,93,90
19581,Жумабаев Эрмек,19,female,51,82,78,low,7,60,83
19582,Жумабаев Жамиля,18,female,65,84,90,high,9,58,79
19583,Кубатбеков Гулнара,21,female,56,63,98,medium,2,72,95
19584,Шаршенов Рустам,24,male,78,84,79,high,10,87,80
19585,Токтосунов Айжан,23,female,67,59,68,high,7,63,96
19586,Исмаилов Асель,18,male,89,89,77,medium,3,52,93
19587,Асанов Бакыт,21,male,51,88,67,medium,9,86,79
19588,Усенов Айгуль,22,female,57,50,99,low,1,88,54
19589,Сариев Нурлан,23,female,59,88,79,high,2,98,74
19590,Жумабаев Нурлан,19,male,63,65,89,medium,1,75,69
19591,Асанов Эрмек,24,female,78,66,63,high,3,56,58
19592,Жумабаев Гулнара,19,male,89,64,61,low,4,69,74
19593,Токтосунов Жамиля,20,female,76,74,72,medium,10,97,58
19594,Асанов Жамиля,24,male,52,88,83,low,2,57,54
19595,Кубатбеков Бакыт,25,male,75,96,73,medium,2,50,65
19596,Токтосунов Эрмек,21,female,50,56,67,low,5,63,82
19597,Жумабаев Назгуль,20,male,79,62,60,low,5,70,94
19598,Кудайбергенов Жамиля,20,female,89,98,81,low,8,65,83
19599,Кудайбергенов Эрмек,19,male,64,100,73,high,1,91,88
19600,Усенов Жамиля,18,female,63,89,61,medium,0,94,84
19601,Шаршенов Эльмира,20,male,77,94,50,high,5,77,66
19602,Сариев Назгуль,25,female,95,67,51,high,9,70,55
19603,Жумабаев Айжан,19,female,76,52,56,high,6,71,85
19604,Усенов Жанара,24,female,71,53,51,high,9,50,55
19605,Усенов Асель,22,female,66,100,54,high,2,79,84
19606,Кудайбергенов Жамиля,18,male,72,82,70,low,3,50,50
19607,Кудайбергенов Айжан,21,female,59,66,93,low,7,78,74
19608,Токтосунов Бегимай,24,male,58,64,77,high,2,69,75
19609,Шаршенов Эльмира,22,female,99,90,89,medium,6,82,100
19610,Шаршенов Гулнара,21,male,63,77,84,medium,5,58,51
19611,Жумабаев Назгуль,18,male,91,79,57,low,7,52,63
19612,Асанов Рустам,22,male,92,84,55,low,4,68,85
19613,Усенов Асель,25,female,100,93,89,medium,6,63,53
19614,Жумабаев Рустам,20,male,61,57,50,medium,8,92,83
19615,Жумабаев Эльмира,20,female,80,79,63,high,10,90,94
19616,Усенов Бакыт,24,male,77,68,64,high,10,65,88
19617,Кубатбеков Бегимай,22,female,50,55,80,low,8,51,59
19618,Кудайбергенов Кундуз,18,male,97,83,86,medium,9,62,83
19619,Жумабаев Бакыт,21,female,96,95,86,low,8,85,74
19620,Токтосунов Бакыт,23,male,78,93,66,medium,10,57,84
19621,Асанов Бегимай,21,female,88,59,65,high,10,80,67
19622,Кудайбергенов Айгуль,22,male,91,59,69,medium,3,73,77
19623,Усенов Бакыт,23,male,87,80,79,high,2,56,88
19624,Шаршенов Айжан,24,male,61,60,51,high,4,57,75
19625,Токтосунов Кундуз,20,female,58,93,80,low,1,62,76
19626,Бекмурзаев Эрмек,23,female,72,92,50,low,4,99,82
19627,Шаршенов Марат,20,male,77,85,94,medium,9,100,83
19628,Кубатбеков Айбек,18,female,85,53,87,low,2,75,84
19629,Бекмурзаев Гулнара,23,female,77,88,94,high,5,80,50
19630,Исмаилов Асель,23,female,78,64,76,medium,5,83,80
19631,Усенов Айбек,20,female,53,56,83,medium,2,59,65
19632,Исмаилов Жамиля,19,male,59,95,76,medium,9,72,78
19633,Кубатбеков Айгуль,21,male,61,83,74,high,9,77,61
19634,Сариев Айжан,21,female,60,56,82,low,9,56,93
19635,Жумабаев Жамиля,20,female,63,64,74,medium,5,79,85
19636,Исмаилов Гулнара,19,female,83,80,76,medium,5,72,73
19637,Бекмурзаев Эльмира,20,female,83,96,79,low,2,60,97
19638,Токтосунов Назгуль,20,female,89,62,100,low,2,91,92
19639,Асанов Тимур,19,male,67,86,96,high,10,98,67
19640,Усенов Рустам,23,female,53,82,83,medium,0,51,95
19641,Усенов Гулнара,25,female,83,53,74,medium,7,52,90
19642,Кубатбеков Бегимай,23,male,77,63,83,low,8,89,80
19643,Кубатбеков Жанат,21,female,53,83,79,low,8,80,73
19644,Жумабаев Айгуль,24,male,88,83,77,high,9,77,51
19645,Кудайбергенов Канат,25,male,74,75,51,low,8,58,76
19646,Асанов Жанат,24,female,74,89,67,high,1,58,89
19647,Исмаилов Эльмира,24,male,84,85,75,low,6,63,59
19648,Кудайбергенов Рустам,18,female,63,71,72,high,1,95,100
19649,Асанов Тимур,23,female,62,87,97,high,0,84,85
19650,Шаршенов Бегимай,23,female,81,99,87,high,6,56,72
19651,Усенов Эльмира,24,male,82,71,81,high,2,62,80
19652,Бекмурзаев Тимур,23,male,87,77,95,medium,0,74,66
19653,Кудайбергенов Нурлан,20,male,95,57,84,high,4,97,88
19654,Бекмурзаев Жамиля,22,female,69,63,57,high,4,57,75
19655,Усенов Айбек,19,male,63,98,53,high,8,63,95
19656,Усенов Айгуль,19,male,54,81,88,medium,2,100,81
19657,Кудайбергенов Жамиля,22,male,92,82,85,high,1,95,93
19658,Исмаилов Бакыт,25,female,89,74,85,low,10,79,52
19659,Асанов Жамиля,20,male,50,90,61,medium,2,92,65
19660,Асанов Азиз,25,female,86,100,67,medium,5,55,92
19661,Бекмурзаев Жанат,23,female,76,75,55,low,8,72,86
19662,Кубатбеков Эрмек,24,female,54,69,51,high,2,55,70
19663,Кубатбеков Нурлан,22,male,71,78,65,high,7,67,75
19664,Усенов Рустам,22,male,62,76,89,high,10,72,66
19665,Асанов Асель,18,female,77,52,70,medium,4,90,60
19666,Жумабаев Асель,19,male,67,54,98,medium,2,67,86
19667,Токтосунов Эльмира,19,female,82,93,95,low,6,78,50
19668,Усенов Бакыт,20,male,62,96,66,medium,4,95,65
19669,Исмаилов Нурлан,20,male,89,66,52,high,4,97,69
19670,Исмаилов Рустам,23,female,90,52,63,medium,2,67,60
19671,Кубатбеков Тимур,20,female,93,97,96,high,2,61,95
19672,Токтосунов Рустам,22,male,95,57,61,high,10,94,83
19673,Кудайбергенов Рустам,21,female,100,97,78,low,7,81,88
19674,Кубатбеков Гулнара,24,male,76,53,82,high,10,95,74
19675,Токтосунов Кундуз,19,male,68,55,58,high,1,53,60
19676,Исмаилов Жамиля,25,female,84,57,99,high,10,96,91
19677,Шаршенов Тимур,18,female,57,94,92,medium,1,93,73
19678,Жумабаев Жанара,22,male,71,97,64,high,8,73,68
19679,Исмаилов Эрмек,20,female,56,69,67,high,5,83,89
19680,Кубатбеков Рустам,25,male,80,83,80,medium,6,59,62
19681,Бекмурзаев Нурлан,24,male,89,97,64,medium,9,92,95
19682,Сариев Эльмира,20,female,99,55,67,medium,3,74,91
19683,Бекмурзаев Бегимай,18,male,72,79,68,medium,9,74,78
19684,Бекмурзаев Тимур,24,female,81,97,78,low,8,84,87
19685,Сариев Жанара,24,female,84,90,92,medium,1,92,50
19686,Бекмурзаев Канат,24,female,86,95,99,high,4,85,69
19687,Сариев Тимур,21,male,57,63,59,low,10,94,84
19688,Бекмурзаев Азиз,22,male,92,95,62,low,2,61,67
19689,Токтосунов Эльмира,24,female,63,95,70,medium,1,58,100
19690,Жумабаев Марат,24,female,91,77,84,high,0,57,59
19691,Сариев Азиз,19,male,65,97,79,high,1,79,91
19692,Усенов Жанат,19,male,82,81,92,high,1,58,87
19693,Исмаилов Тимур,19,male,78,66,72,high,10,78,65
19694,Асанов Жамиля,19,female,64,83,94,high,1,82,68
19695,Жумабаев Айжан,19,female,73,90,95,low,5,99,66
19696,Усенов Назгуль,18,male,89,62,87,high,5,100,90
19697,Токтосунов Жанара,23,male,76,60,91,medium,3,91,71
19698,Кудайбергенов Бакыт,24,female,75,62,83,low,8,56,82
19699,Усенов Эрмек,25,male,75,93,52,low,3,89,52
19700,Исмаилов Нурлан,18,female,91,99,96,low,6,51,63
19701,Усенов Бегимай,20,male,71,65,63,low,9,85,82
19702,Токтосунов Айбек,25,female,71,61,90,low,6,97,85
19703,Кудайбергенов Эрмек,23,female,94,100,63,low,9,72,75
19704,Шаршенов Марат,25,male,78,75,79,low,5,53,92
19705,Кудайбергенов Эрмек,18,male,52,95,60,high,2,84,58
19706,Асанов Жанат,21,female,65,99,97,medium,5,93,76
19707,Исмаилов Жанара,18,female,77,99,57,low,7,55,95
19708,Кубатбеков Нурлан,22,female,68,72,65,low,9,52,63
19709,Шаршенов Айжан,23,male,63,85,72,low,0,93,75
19710,Кудайбергенов Кундуз,19,male,80,58,95,medium,7,78,71
19711,Сариев Марат,25,male,71,67,66,high,7,52,99
19712,Сариев Эльмира,25,male,60,76,98,medium,10,63,89
19713,Усенов Нурлан,19,female,76,84,86,low,7,71,75
19714,Кудайбергенов Азиз,20,female,52,89,50,low,3,83,99
19715,Исмаилов Тимур,25,male,70,80,88,low,6,89,83
19716,Кубатбеков Айгуль,23,female,86,52,86,low,2,67,81
19717,Жумабаев Жанара,25,male,50,67,97,high,6,82,66
19718,Усенов Айгуль,23,male,72,54,91,low,8,52,77
19719,Сариев Эрмек,21,male,95,94,50,low,7,70,68
19720,Асанов Бегимай,18,female,99,80,55,high,6,70,52
19721,Жумабаев Эльмира,19,female,91,79,92,high,10,68,99
19722,Токтосунов Марат,25,male,61,60,73,medium,10,83,94
19723,Кубатбеков Канат,23,female,81,69,86,low,2,74,68
19724,Жумабаев Азиз,23,male,58,91,75,medium,8,77,94
19725,Бекмурзаев Тимур,22,female,95,75,92,medium,3,58,64
19726,Кудайбергенов Тимур,23,female,60,74,52,high,5,85,64
19727,Жумабаев Айгуль,22,male,93,59,83,medium,9,92,76
19728,Кубатбеков Азиз,22,male,71,58,75,medium,10,91,96
19729,Кубатбеков Кундуз,19,male,92,74,53,medium,0,59,60
19730,Кудайбергенов Асель,19,female,100,64,60,high,7,63,55
19731,Токтосунов Марат,20,male,93,58,88,low,3,56,56
19732,Усенов Канат,20,male,56,52,62,low,10,78,64
19733,Асанов Жанат,21,female,69,53,79,high,5,99,63
19734,Кубатбеков Бакыт,21,male,74,65,77,medium,0,99,51
19735,Усенов Азиз,22,female,100,86,91,low,6,84,84
19736,Бекмурзаев Нурлан,24,female,87,57,67,low,3,84,76
19737,Кудайбергенов Бегимай,19,female,57,52,50,low,6,80,91
19738,Бекмурзаев Тимур,24,female,80,57,68,medium,6,89,66
19739,Кудайбергенов Айжан,20,male,61,58,75,high,6,74,72
19740,Усенов Айгуль,20,male,68,70,67,low,1,96,67
19741,Шаршенов Гулнара,20,female,63,62,97,high,0,73,58
19742,Кудайбергенов Айбек,19,male,94,83,98,low,10,80,53
19743,Токтосунов Гулнара,23,female,100,63,67,low,3,98,74
19744,Кубатбеков Азиз,23,female,69,81,85,low,4,93,61
19745,Жумабаев Айбек,25,male,54,72,67,medium,10,77,60
19746,Кубатбеков Нурлан,24,female,57,51,78,low,8,56,67
19747,Сариев Жамиля,19,male,69,68,87,high,6,81,100
19748,Жумабаев Асель,24,male,62,90,55,medium,10,99,63
19749,Токтосунов Бакыт,18,male,76,92,84,medium,4,77,56
19750,Сариев Кундуз,21,male,50,90,52,low,8,55,50
19751,Токтосунов Канат,21,female,62,97,69,high,5,63,88
19752,Сариев Кундуз,22,female,67,76,63,medium,9,58,68
19753,Кубатбеков Марат,21,male,59,86,51,low,2,88,61
19754,Кудайбергенов Нурлан,25,male,83,74,88,low,10,79,81
19755,Жумабаев Азиз,24,male,54,62,67,low,9,72,94
19756,Жумабаев Кундуз,22,male,87,98,67,medium,9,71,96
19757,Исмаилов Асель,23,male,68,57,87,low,7,85,60
19758,Кудайбергенов Бегимай,21,female,64,92,75,high,3,91,64
19759,Кудайбергенов Бакыт,23,female,86,68,93,medium,10,63,74
19760,Бекмурзаев Айбек,19,female,70,57,66,low,4,57,87
19761,Токтосунов Рустам,25,male,76,58,79,medium,0,100,86
19762,Асанов Тимур,23,female,89,81,64,medium,8,59,79
19763,Бекмурзаев Назгуль,18,male,50,87,54,high,4,90,68
19764,Кудайбергенов Бегимай,23,male,60,86,53,low,8,100,68
19765,Асанов Рустам,22,male,54,88,61,medium,7,84,72
19766,Кудайбергенов Айбек,24,male,88,50,53,high,4,64,96
19767,Кубатбеков Назгуль,23,male,74,85,80,high,9,64,87
19768,Шаршенов Рустам,25,male,85,88,78,high,6,87,95
19769,Бекмурзаев Жамиля,23,male,65,73,82,low,1,74,51
19770,Токтосунов Жанара,18,male,54,52,59,high,3,75,50
19771,Исмаилов Гулнара,25,female,57,89,71,high,7,73,62
19772,Кубатбеков Бегимай,23,male,81,81,83,medium,6,63,70
19773,Асанов Кундуз,21,female,78,63,51,low,7,99,82
19774,Кубатбеков Гулнара,20,female,83,72,50,low,0,67,90
19775,Сариев Рустам,21,male,60,95,55,medium,2,69,79
19776,Усенов Асель,20,male,98,97,77,low,1,54,78
19777,Усенов Нурлан,23,female,64,95,74,low,8,54,59
19778,Жумабаев Тимур,23,female,64,73,75,medium,2,59,92
19779,Жумабаев Асель,24,male,52,77,52,high,0,95,61
19780,Кудайбергенов Бакыт,19,male,96,57,100,low,10,67,97
19781,Кудайбергенов Айгуль,22,male,94,87,98,high,8,86,77
19782,Асанов Назгуль,20,male,76,59,74,medium,1,94,58
19783,Токтосунов Тимур,25,female,67,58,91,high,8,70,92
19784,Кубатбеков Гулнара,22,female,51,79,50,low,8,58,72
19785,Жумабаев Эрмек,23,female,69,71,100,high,2,73,73
19786,Сариев Нурлан,20,female,88,91,87,high,2,57,74
19787,Исмаилов Айжан,20,female,69,77,80,low,9,95,75
19788,Усенов Эльмира,21,male,72,78,71,low,8,82,72
19789,Бекмурзаев Тимур,19,male,91,92,98,high,3,74,54
19790,Сариев Эльмира,19,male,57,83,84,high,2,50,72
19791,Исмаилов Рустам,18,male,64,75,67,medium,3,98,60
19792,Бекмурзаев Канат,22,female,93,65,82,low,1,63,63
19793,Усенов Бакыт,20,female,58,91,76,low,10,72,91
19794,Кубатбеков Бакыт,19,male,71,59,80,medium,0,82,91
19795,Сариев Марат,18,female,83,62,94,medium,0,78,51
19796,Исмаилов Жамиля,24,female,78,75,94,high,4,73,97
19797,Кубатбеков Эрмек,23,female,76,71,71,high,10,51,50
19798,Исмаилов Нурлан,20,male,62,56,58,low,10,56,74
19799,Кудайбергенов Азиз,20,female,80,89,88,low,1,52,64
19800,Жумабаев Рустам,20,male,79,53,85,low,6,62,82
19801,Жумабаев Асель,24,male,53,98,61,medium,9,59,67
19802,Сариев Кундуз,23,male,70,73,69,low,10,97,61
19803,Сариев Назгуль,22,female,88,71,52,medium,8,66,88
19804,Шаршенов Кундуз,20,male,76,93,84,medium,3,81,100
19805,Асанов Рустам,21,female,50,66,76,low,2,87,68
19806,Кудайбергенов Канат,18,male,72,96,64,high,1,52,62
19807,Исмаилов Нурлан,22,female,68,91,69,medium,2,97,78
19808,Токтосунов Азиз,23,female,59,87,56,low,1,52,96
19809,Шаршенов Рустам,20,female,98,56,72,medium,4,83,65
19810,Кубатбеков Асель,23,female,73,66,72,medium,10,84,53
19811,Исмаилов Эрмек,20,male,55,53,52,high,4,71,75
19812,Бекмурзаев Азиз,20,female,98,65,68,low,1,75,85
19813,Токтосунов Канат,18,male,54,83,79,medium,0,96,70
19814,Шаршенов Жамиля,21,male,85,62,96,high,0,81,55
19815,Сариев Жанара,20,male,74,55,84,medium,1,88,96
19816,Жумабаев Нурлан,25,male,66,73,87,high,10,71,50
19817,Сариев Гулнара,22,male,71,91,54,high,10,93,68
19818,Бекмурзаев Нурлан,20,male,61,72,86,medium,10,91,85
19819,Бекмурзаев Эрмек,25,female,88,81,86,high,4,85,80
19820,Шаршенов Кундуз,18,female,96,78,62,high,7,82,85
19821,Шаршенов Айбек,18,female,96,70,67,high,2,52,72
19822,Сариев Тимур,23,male,89,100,67,low,3,88,69
19823,Асанов Жамиля,20,female,90,64,61,high,0,62,59
19824,Шаршенов Айжан,19,male,100,62,72,medium,3,68,82
19825,Кудайбергенов Канат,23,male,93,75,100,low,4,89,96
19826,Усенов Бегимай,18,male,54,86,94,low,2,84,69
19827,Кудайбергенов Жанат,20,female,86,75,94,low,0,89,97
